Address,CategoryID,Category,City,Customer Company,Shippers Company,Customer,Country,EmployeeID,Fax,OrderDate,OrderID,Phone,PostalCode,ProductID,Product,ShipperID,StateProvince,SupplierID,Discount,Freight,Quantity,QuantityPerUnit,UnitCost,UnitPrice,UnitPrice (Products),UnitsInStock,UnitsOnOrder,Sales,Profit,City and Counry
2732 Baker Blvd.,5,Мясо/Птица,Юджин,Магазинчик на Углу,АвтоЛогистика,Ross The Boss,США,1,,25.08.2005,10758,(503) 555-7555,97403,52,Говядина,3,OR,24,0,"33,57",60,14,"70,81","76,32",80,38,0,"4579,2","330,6","Юджин, США"
Avda. Azteca 123,2,Овощи,Мехико,Дон Педро,АвтоЛогистика,Peloto Gomez,Мексика,1,,29.08.2005,10319,(5) 555-2933,5033,76,Перец чили,3,,23,0,"54,41",30,2,"304,7","403,97",399,57,0,"12119,1","2978,1","Мехико, Мексика"
Avda. Azteca 123,6,Морепродукты,Мехико,Дон Педро,АвтоЛогистика,Peloto Gomez,Мексика,1,,29.08.2005,10319,(5) 555-2933,5033,17,Кальмары,3,,7,0,"54,41",8,36,"19,35","26,23",25,0,0,"209,84","55,04","Мехико, Мексика"
Avda. Azteca 123,7,Крупы,Мехико,Дон Педро,АвтоЛогистика,Peloto Gomez,Мексика,1,,29.08.2005,10319,(5) 555-2933,5033,28,Рис,3,,12,0,"54,41",14,1,"36,81","48,77","45,6",26,0,"682,78","167,44","Мехико, Мексика"
Berguvsv?gen 8,5,Мясо/Птица,Лулеа,Магазин для всей семьи,ТрансАвтоГруз,Urra Gurra Aktersnurra,Швеция,9,0921-12 34 67,04.09.2005,10733,0921-12 34 65,S-958 22,52,Говядина,2,,24,0,"45,37",25,14,"70,81","85,9",80,38,0,"2147,5","377,25","Лулеа, Швеция"
Berguvsv?gen 8,7,Крупы,Лулеа,Магазин для всей семьи,ТрансАвтоГруз,Urra Gurra Aktersnurra,Швеция,9,0921-12 34 67,04.09.2005,10733,0921-12 34 65,S-958 22,14,Пшенная крупа,2,,6,0,"45,37",16,21,"20,36","21,77","23,25",35,0,"348,32","22,56","Лулеа, Швеция"
Berguvsv?gen 8,7,Крупы,Лулеа,Магазин для всей семьи,ТрансАвтоГруз,Urra Gurra Aktersnurra,Швеция,9,0921-12 34 67,04.09.2005,10733,0921-12 34 65,S-958 22,28,Рис,2,,12,0,"45,37",20,1,"36,81","49,94","45,6",26,0,"998,8","262,6","Лулеа, Швеция"
1900 Oak St.,1,Фрукты,Ванкувер,Милелниум,АвтоЛогистика,Joe Barry,Канада,1,(604) 555-7293,29.09.2005,10620,(604) 555-3392,V3F 2K1,24,Абрикос,3,BC,10,0,"79,96",5,100,"3,9","4,41","4,5",20,0,"22,05","2,55","Ванкувер, Канада"
1900 Oak St.,5,Мясо/Птица,Ванкувер,Милелниум,АвтоЛогистика,Joe Barry,Канада,1,(604) 555-7293,29.09.2005,10620,(604) 555-3392,V3F 2K1,52,Говядина,3,BC,24,0,"79,96",5,14,"70,81","83,08",80,38,0,"415,4","61,35","Ванкувер, Канада"
Luisenstr. 48,2,Овощи,Мюнстер,Бомбастик,ТрансАвтоГруз,Heinz Disco,Германия,7,0251-035695,29.09.2005,10437,0251-031259,44087,53,Патиссон,2,,24,0,"54,75",15,6,"52,38","58,17","60,8",0,0,"872,55","86,85","Мюнстер, Германия"
"24, place Kl?ber",1,Фрукты,Страсбург,Карусель,ТрансСервис,Julie Binoch?,Франция,5,88.60.15.32,29.09.2005,10436,88.60.15.31,67000,75,Хурма,1,,12,"0,1","77,37",24,1,"6,61","7,18","7,75",125,0,"172,32","13,68","Страсбург, Франция"
"24, place Kl?ber",5,Мясо/Птица,Страсбург,Карусель,ТрансСервис,Julie Binoch?,Франция,5,88.60.15.32,29.09.2005,10436,88.60.15.31,67000,64,Фарш говяжий,1,,12,"0,1","77,37",30,1,"29,25","36,34","33,25",22,80,"1090,2","212,7","Страсбург, Франция"
"24, place Kl?ber",5,Мясо/Птица,Страсбург,Карусель,ТрансСервис,Julie Binoch?,Франция,5,88.60.15.32,29.09.2005,10436,88.60.15.31,67000,56,Свинина,1,,26,"0,1","77,37",40,15,"34,17","37,76",38,21,10,"1510,4","143,6","Страсбург, Франция"
"24, place Kl?ber",8,Приправы,Страсбург,Карусель,ТрансСервис,Julie Binoch?,Франция,5,88.60.15.32,29.09.2005,10436,88.60.15.31,67000,46,Укроп,1,,21,0,"77,37",5,40,"9,07","12,85",12,95,0,"64,25","18,9","Страсбург, Франция"
Adenauerallee 900,1,Фрукты,Штуттгардт,Бир Шоп,ТрансАвтоГруз,Ralf Schumaker,Германия,8,0711-035428,09.10.2005,10668,0711-020361,70563,31,Груша,2,,14,"0,1","22,86",8,20,"7,53","8,17","8,5",0,70,"65,36","5,12","Штуттгардт, Германия"
Adenauerallee 900,3,Кондитерские изделия,Штуттгардт,Бир Шоп,ТрансАвтоГруз,Ralf Schumaker,Германия,8,0711-035428,09.10.2005,10668,0711-020361,70563,55,Десерт низкокалорийный,2,,25,"0,1","22,86",4,20,"33,18","41,2",39,115,0,"164,8","32,08","Штуттгардт, Германия"
Adenauerallee 900,5,Мясо/Птица,Штуттгардт,Бир Шоп,ТрансАвтоГруз,Ralf Schumaker,Германия,8,0711-035428,09.10.2005,10668,0711-020361,70563,64,Фарш говяжий,2,,12,"0,1","22,86",15,1,"29,25","36,17","33,25",22,80,"542,55","103,8","Штуттгардт, Германия"
8 Johnstown Road,1,Фрукты,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,3,########,13.10.2005,10309,2 967 542,125 80,71,Персик,2,,15,0,"71,58",3,10,"26,49","29,76","30,5",26,0,"89,28","9,81","Корк, Ирландия"
8 Johnstown Road,2,Овощи,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,3,########,13.10.2005,10309,2 967 542,125 80,4,Огурец,2,,2,0,"71,58",20,15,"19,34","21,64",22,53,0,"432,8",46,"Корк, Ирландия"
8 Johnstown Road,2,Овощи,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,3,########,13.10.2005,10309,2 967 542,125 80,6,Лук,2,,3,0,"71,58",30,50,"3,21","3,69",4,120,0,"110,7","14,4","Корк, Ирландия"
8 Johnstown Road,4,Молочные продукты,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,3,########,13.10.2005,10309,2 967 542,125 80,43,Молоко 1%,2,,20,0,"71,58",20,1,"10,48","11,87",12,17,10,"237,4","27,8","Корк, Ирландия"
8 Johnstown Road,5,Мясо/Птица,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,3,########,13.10.2005,10309,2 967 542,125 80,42,Утка,2,,20,0,"71,58",2,1,"10,95","13,62",14,26,0,"27,24","5,34","Корк, Ирландия"
35 King George,2,Овощи,Лондон,Продуктовый магазин,ТрансАвтоГруз,Greg Thatcher,Англия,3,(171) 555-3373,22.10.2005,10612,(171) 555-0297,WX1 6LT,76,Перец чили,2,,23,0,"66,44",80,2,"304,7","400,94",399,57,0,"32075,2","7699,2","Лондон, Англия"
35 King George,3,Кондитерские изделия,Лондон,Продуктовый магазин,ТрансАвтоГруз,Greg Thatcher,Англия,3,(171) 555-3373,22.10.2005,10612,(171) 555-0297,WX1 6LT,49,Десерт творожный,2,,23,0,"66,44",18,1,"15,43",18,20,10,60,324,"46,26","Лондон, Англия"
35 King George,3,Кондитерские изделия,Лондон,Продуктовый магазин,ТрансАвтоГруз,Greg Thatcher,Англия,3,(171) 555-3373,22.10.2005,10612,(171) 555-0297,WX1 6LT,60,Сладкий снек,2,,28,0,"66,44",40,53,"4,44","4,57",5,19,0,"182,8","5,2","Лондон, Англия"
35 King George,8,Приправы,Лондон,Продуктовый магазин,ТрансАвтоГруз,Greg Thatcher,Англия,3,(171) 555-3373,22.10.2005,10612,(171) 555-0297,WX1 6LT,10,Кориандр,2,,4,0,"66,44",70,20,"6,2","7,1",7,31,0,497,63,"Лондон, Англия"
35 King George,8,Приправы,Лондон,Продуктовый магазин,ТрансАвтоГруз,Greg Thatcher,Англия,3,(171) 555-3373,22.10.2005,10612,(171) 555-0297,WX1 6LT,36,Тмин,2,,17,0,"66,44",55,20,"6,45","7,29",8,112,0,"400,95","46,2","Лондон, Англия"
Magazinweg 7,3,Кондитерские изделия,Франкфурт,ВАРП АГ,ТрансАвтоГруз,Klaus Deum,Германия,7,069-0245874,24.10.2005,10430,069-0245984,60528,21,Пирожное Наполеон,2,,8,0,"68,53",50,1,"8,78","10,26",10,3,40,513,74,"Франкфурт, Германия"
Magazinweg 7,3,Кондитерские изделия,Франкфурт,ВАРП АГ,ТрансАвтоГруз,Klaus Deum,Германия,7,069-0245874,24.10.2005,10430,069-0245984,60528,59,Чупа-Чупс,2,,28,"0,2","68,53",70,105,"6,69","8,56","8,5",79,0,"599,2","130,9","Франкфурт, Германия"
Magazinweg 7,5,Мясо/Птица,Франкфурт,ВАРП АГ,ТрансАвтоГруз,Klaus Deum,Германия,7,069-0245874,24.10.2005,10430,069-0245984,60528,56,Свинина,2,,26,0,"68,53",30,15,"34,17","36,25",38,21,10,"1087,5","62,4","Франкфурт, Германия"
Magazinweg 7,6,Морепродукты,Франкфурт,ВАРП АГ,ТрансАвтоГруз,Klaus Deum,Германия,7,069-0245874,24.10.2005,10430,069-0245984,60528,17,Кальмары,2,,7,"0,2","68,53",45,36,"19,35","22,54",25,0,0,"1014,3","143,55","Франкфурт, Германия"
Luisenstr. 48,1,Фрукты,Мюнстер,Бомбастик,ТрансАвтоГруз,Heinz Disco,Германия,7,0251-035695,25.10.2005,10399,0251-031259,44087,71,Персик,2,,15,0,"43,68",30,10,"26,49","27,66","30,5",26,0,"829,8","35,1","Мюнстер, Германия"
Luisenstr. 48,2,Овощи,Мюнстер,Бомбастик,ТрансАвтоГруз,Heinz Disco,Германия,7,0251-035695,25.10.2005,10399,0251-031259,44087,77,Свекла,2,,12,0,"43,68",14,1,"10,95","12,01",13,32,0,"168,14","14,84","Мюнстер, Германия"
Luisenstr. 48,2,Овощи,Мюнстер,Бомбастик,ТрансАвтоГруз,Heinz Disco,Германия,7,0251-035695,25.10.2005,10399,0251-031259,44087,76,Перец чили,2,,23,0,"43,68",35,2,"304,7","381,91",399,57,0,"13366,85","2702,35","Мюнстер, Германия"
Luisenstr. 48,3,Кондитерские изделия,Мюнстер,Бомбастик,ТрансАвтоГруз,Heinz Disco,Германия,7,0251-035695,25.10.2005,10399,0251-031259,44087,68,Сладкий батончик,2,,8,0,"43,68",60,1,"9,67","13,24","12,5",6,10,"794,4","214,2","Мюнстер, Германия"
Berguvsv?gen 8,2,Овощи,Лулеа,Магазин для всей семьи,ТрансАвтоГруз,Urra Gurra Aktersnurra,Швеция,3,0921-12 34 67,27.10.2005,10654,0921-12 34 65,S-958 22,4,Огурец,2,,2,"0,1","61,64",12,15,"19,34","22,47",22,53,0,"269,64","37,56","Лулеа, Швеция"
Berguvsv?gen 8,2,Овощи,Лулеа,Магазин для всей семьи,ТрансАвтоГруз,Urra Gurra Aktersnurra,Швеция,3,0921-12 34 67,27.10.2005,10654,0921-12 34 65,S-958 22,39,Кукуруза,2,,18,"0,1","61,64",20,3,"48,17","63,54",60,69,0,"1270,8","307,4","Лулеа, Швеция"
Berguvsv?gen 8,3,Кондитерские изделия,Лулеа,Магазин для всей семьи,ТрансАвтоГруз,Urra Gurra Aktersnurra,Швеция,3,0921-12 34 67,27.10.2005,10654,0921-12 34 65,S-958 22,54,Десерт медовый,2,,25,"0,1","61,64",6,24,"30,27","32,25","35,45",21,0,"193,5","11,88","Лулеа, Швеция"
"Alameda dos Can?rios, 891",1,Фрукты,Сан Паоло,Все для Кухни,ТрансАвтоГруз,Jorge Alemaio,Бразилия,2,,01.11.2005,10406,(11) 555-1189,05487-020,1,Банан,2,,1,0,"73,88",10,10,"15,37","19,76",20,39,0,"197,6","43,9","Сан Паоло, Бразилия"
"Alameda dos Can?rios, 891",3,Кондитерские изделия,Сан Паоло,Все для Кухни,ТрансАвтоГруз,Jorge Alemaio,Бразилия,2,,01.11.2005,10406,(11) 555-1189,05487-020,21,Пирожное Наполеон,2,,8,"0,1","73,88",30,1,"8,78","10,51",10,3,40,"315,3","51,9","Сан Паоло, Бразилия"
"Alameda dos Can?rios, 891",7,Крупы,Сан Паоло,Все для Кухни,ТрансАвтоГруз,Jorge Alemaio,Бразилия,2,,01.11.2005,10406,(11) 555-1189,05487-020,28,Рис,2,,12,"0,1","73,88",42,1,"36,81","47,34","45,6",26,0,"1988,28","442,26","Сан Паоло, Бразилия"
"Alameda dos Can?rios, 891",8,Приправы,Сан Паоло,Все для Кухни,ТрансАвтоГруз,Jorge Alemaio,Бразилия,2,,01.11.2005,10406,(11) 555-1189,05487-020,36,Тмин,2,,17,"0,1","73,88",5,20,"6,45","7,88",8,112,0,"39,4","7,15","Сан Паоло, Бразилия"
"Alameda dos Can?rios, 891",8,Приправы,Сан Паоло,Все для Кухни,ТрансАвтоГруз,Jorge Alemaio,Бразилия,2,,01.11.2005,10406,(11) 555-1189,05487-020,40,Имбирь,2,,19,"0,1","73,88",2,1,"16,34","18,93","18,4",123,0,"37,86","5,18","Сан Паоло, Бразилия"
Geislweg 14,1,Фрукты,Зальцбург,Формат,ТрансСервис,Herbert Bernstorf,Австрия,5,6562-9723,02.11.2005,10768,6562-9722,5020,31,Груша,1,,14,0,"48,05",50,20,"7,53","8,46","8,5",0,70,423,"46,5","Зальцбург, Австрия"
Geislweg 14,1,Фрукты,Зальцбург,Формат,ТрансСервис,Herbert Bernstorf,Австрия,5,6562-9723,02.11.2005,10768,6562-9722,5020,71,Персик,1,,15,0,"48,05",12,10,"26,49","31,76","30,5",26,0,"381,12","63,24","Зальцбург, Австрия"
Geislweg 14,3,Кондитерские изделия,Зальцбург,Формат,ТрансСервис,Herbert Bernstorf,Австрия,5,6562-9723,02.11.2005,10768,6562-9722,5020,60,Сладкий снек,1,,28,0,"48,05",15,53,"4,44","4,59",5,19,0,"68,85","2,25","Зальцбург, Австрия"
Geislweg 14,5,Мясо/Птица,Зальцбург,Формат,ТрансСервис,Herbert Bernstorf,Австрия,5,6562-9723,02.11.2005,10768,6562-9722,5020,22,Курица,1,,9,0,"48,05",4,90,"2,65","3,42","3,5",104,0,"13,68","3,08","Зальцбург, Австрия"
Avda. Azteca 123,1,Фрукты,Мехико,Дон Педро,АвтоЛогистика,Peloto Gomez,Мексика,1,,06.11.2005,10304,(5) 555-2933,5033,71,Персик,3,,15,0,"69,84",2,10,"26,49","29,76","30,5",26,0,"59,52","6,54","Мехико, Мексика"
Avda. Azteca 123,3,Кондитерские изделия,Мехико,Дон Педро,АвтоЛогистика,Peloto Gomez,Мексика,1,,06.11.2005,10304,(5) 555-2933,5033,49,Десерт творожный,3,,23,0,"69,84",30,1,"15,43","19,79",20,10,60,"593,7","130,8","Мехико, Мексика"
Avda. Azteca 123,3,Кондитерские изделия,Мехико,Дон Педро,АвтоЛогистика,Peloto Gomez,Мексика,1,,06.11.2005,10304,(5) 555-2933,5033,59,Чупа-Чупс,3,,28,0,"69,84",10,105,"6,69","7,91","8,5",79,0,"79,1","12,2","Мехико, Мексика"
8 Johnstown Road,2,Овощи,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,3,########,08.11.2005,10742,2 967 542,125 80,3,Помидор,2,,1,0,"37,65",20,20,"15,45","19,7",20,13,70,394,85,"Корк, Ирландия"
8 Johnstown Road,2,Овощи,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,3,########,08.11.2005,10742,2 967 542,125 80,72,Перец болгарский,2,,14,0,"37,65",35,30,"8,96","11,25","11,8",14,0,"393,75","80,15","Корк, Ирландия"
8 Johnstown Road,3,Кондитерские изделия,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,3,########,08.11.2005,10742,2 967 542,125 80,60,Сладкий снек,2,,28,0,"37,65",50,53,"4,44","5,35",5,19,0,"267,5","45,5","Корк, Ирландия"
"184, chauss?e de Tournai",3,Кондитерские изделия,Лилль,Эконом маркет,ТрансСервис,Jaques Wilneuve,Франция,6,20.16.10.17,09.11.2005,10633,20.16.10.16,59000,26,Пирожное Восточное,1,,11,"0,15","40,81",35,1,"26,13","31,91","31,23",15,0,"1116,85","202,3","Лилль, Франция"
"184, chauss?e de Tournai",3,Кондитерские изделия,Лилль,Эконом маркет,ТрансСервис,Jaques Wilneuve,Франция,6,20.16.10.17,09.11.2005,10633,20.16.10.16,59000,62,Шоколад Молочное Чудо,1,,29,"0,15","40,81",80,30,"25,39",29,"29,3",17,0,2320,"288,8","Лилль, Франция"
"184, chauss?e de Tournai",4,Молочные продукты,Лилль,Эконом маркет,ТрансСервис,Jaques Wilneuve,Франция,6,20.16.10.17,09.11.2005,10633,20.16.10.16,59000,12,Йогурт 5%,1,,5,"0,15","40,81",36,20,"7,92","9,74",10,86,0,"350,64","65,52","Лилль, Франция"
"184, chauss?e de Tournai",8,Приправы,Лилль,Эконом маркет,ТрансСервис,Jaques Wilneuve,Франция,6,20.16.10.17,09.11.2005,10633,20.16.10.16,59000,13,Корица,1,,6,"0,15","40,81",13,25,"21,11","24,16",25,24,0,"314,08","39,65","Лилль, Франция"
Obere Str. 57,3,Кондитерские изделия,Берлин,Копейка,ТрансАвтоГруз,Albert von Einstein,Германия,8,030-0076545,15.11.2005,10750,030-0074321,12209,59,Чупа-Чупс,2,,28,"0,15","77,41",25,105,"6,69","9,05","8,5",79,0,"226,25",59,"Берлин, Германия"
Obere Str. 57,6,Морепродукты,Берлин,Копейка,ТрансАвтоГруз,Albert von Einstein,Германия,8,030-0076545,15.11.2005,10750,030-0074321,12209,45,Крабовые палочки,2,,21,"0,15","77,41",40,100,"8,44","8,82","9,5",5,70,"352,8","15,2","Берлин, Германия"
Obere Str. 57,7,Крупы,Берлин,Копейка,ТрансАвтоГруз,Albert von Einstein,Германия,8,030-0076545,15.11.2005,10750,030-0074321,12209,14,Пшенная крупа,2,,6,"0,15","77,41",5,21,"20,36","21,77","23,25",35,0,"108,85","7,05","Берлин, Германия"
8 Johnstown Road,1,Фрукты,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,9,########,16.11.2005,10335,2 967 542,125 80,2,Апельсин,2,,1,"0,2","46,91",7,10,"16,17","19,51",19,17,40,"136,57","23,38","Корк, Ирландия"
8 Johnstown Road,1,Фрукты,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,9,########,16.11.2005,10335,2 967 542,125 80,31,Груша,2,,14,"0,2","46,91",25,20,"7,53","8,48","8,5",0,70,212,"23,75","Корк, Ирландия"
8 Johnstown Road,4,Молочные продукты,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,9,########,16.11.2005,10335,2 967 542,125 80,32,Йогурт 1%,2,,14,"0,2","46,91",6,30,"15,12","18,64",19,9,40,"111,84","21,12","Корк, Ирландия"
8 Johnstown Road,6,Морепродукты,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,9,########,16.11.2005,10335,2 967 542,125 80,51,Мидии,2,,24,"0,2","46,91",48,10,"82,74","104,29","99,9",20,0,"5005,92","1034,4","Корк, Ирландия"
8 Johnstown Road,1,Фрукты,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,3,########,17.11.2005,10312,2 967 542,125 80,75,Хурма,2,,12,0,"76,68",10,1,"6,61","7,63","7,75",125,0,"76,3","10,2","Корк, Ирландия"
8 Johnstown Road,2,Овощи,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,3,########,17.11.2005,10312,2 967 542,125 80,53,Патиссон,2,,24,0,"76,68",20,6,"52,38","63,23","60,8",0,0,"1264,6",217,"Корк, Ирландия"
8 Johnstown Road,4,Молочные продукты,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,3,########,17.11.2005,10312,2 967 542,125 80,43,Молоко 1%,2,,20,0,"76,68",24,1,"10,48","13,11",12,17,10,"314,64","63,12","Корк, Ирландия"
8 Johnstown Road,7,Крупы,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,3,########,17.11.2005,10312,2 967 542,125 80,28,Рис,2,,12,0,"76,68",4,1,"36,81","49,17","45,6",26,0,"196,68","49,44","Корк, Ирландия"
"Suite 3B""",2,Овощи,Сиэттл,Нирвана,ТрансАвтоГруз,Alice Chain,США,2,(206) 555-4115,18.11.2005,10483,(206) 555-4112,98128,77,Свекла,2,WA,12,"0,05","36,66",30,1,"10,95","14,07",13,32,0,"422,1","93,6","Сиэттл, США"
Av. del Libertador 900,3,Кондитерские изделия,Буэнос Айрес,Ромео,ТрансАвтоГруз,Emerson Fittipaldi,Аргентина,2,(1) 123-5556,18.11.2005,10716,(1) 123-5555,1010,21,Пирожное Наполеон,2,,8,0,"61,82",5,1,"8,78","9,74",10,3,40,"48,7","4,8","Буэнос Айрес, Аргентина"
Av. del Libertador 900,3,Кондитерские изделия,Буэнос Айрес,Ромео,ТрансАвтоГруз,Emerson Fittipaldi,Аргентина,2,(1) 123-5556,18.11.2005,10716,(1) 123-5555,1010,61,Шоколад Снежинка,2,,29,0,"61,82",10,20,"22,24","25,57","26,5",113,0,"255,7","33,3","Буэнос Айрес, Аргентина"
"Suite 3B""",4,Молочные продукты,Сиэттл,Нирвана,ТрансАвтоГруз,Alice Chain,США,2,(206) 555-4115,18.11.2005,10483,(206) 555-4112,98128,34,Кефир,2,WA,16,"0,05","36,66",35,12,"6,76",8,8,111,0,280,"43,4","Сиэттл, США"
Av. del Libertador 900,6,Морепродукты,Буэнос Айрес,Ромео,ТрансАвтоГруз,Emerson Fittipaldi,Аргентина,2,(1) 123-5556,18.11.2005,10716,(1) 123-5555,1010,51,Мидии,2,,24,0,"61,82",7,10,"82,74","104,36","99,9",20,0,"730,52","151,34","Буэнос Айрес, Аргентина"
Vinb?ltet 34,3,Кондитерские изделия,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,3,31 13 35 57,19.11.2005,10314,31 12 34 56,1734,62,Шоколад Молочное Чудо,2,,29,"0,1","49,41",25,30,"25,39","31,43","29,3",17,0,"785,75",151,"Копенгаген, Дания"
Vinb?ltet 34,4,Молочные продукты,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,3,31 13 35 57,19.11.2005,10314,31 12 34 56,1734,32,Йогурт 1%,2,,14,"0,1","49,41",40,30,"15,12","19,88",19,9,40,"795,2","190,4","Копенгаген, Дания"
Vinb?ltet 34,8,Приправы,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,3,31 13 35 57,19.11.2005,10314,31 12 34 56,1734,58,Бадьян,2,,27,"0,1","49,41",30,20,"37,17","43,97","48,25",62,0,"1319,1",204,"Копенгаген, Дания"
2732 Baker Blvd.,3,Кондитерские изделия,Юджин,Магазинчик на Углу,АвтоЛогистика,Ross The Boss,США,1,,21.11.2005,10756,(503) 555-7555,97403,68,Сладкий батончик,3,OR,8,"0,2","75,84",6,1,"9,67","11,6","12,5",6,10,"69,6","11,58","Юджин, США"
2732 Baker Blvd.,3,Кондитерские изделия,Юджин,Магазинчик на Углу,АвтоЛогистика,Ross The Boss,США,1,,21.11.2005,10756,(503) 555-7555,97403,69,Булка-улитка,3,OR,15,"0,2","75,84",20,100,"1,65","2,15",2,26,0,43,10,"Юджин, США"
2732 Baker Blvd.,8,Приправы,Юджин,Магазинчик на Углу,АвтоЛогистика,Ross The Boss,США,1,,21.11.2005,10756,(503) 555-7555,97403,18,Карри,3,OR,7,"0,2","75,84",21,18,"22,09","25,54","25,5",42,0,"536,34","72,45","Юджин, США"
2732 Baker Blvd.,8,Приправы,Юджин,Магазинчик на Углу,АвтоЛогистика,Ross The Boss,США,1,,21.11.2005,10756,(503) 555-7555,97403,36,Тмин,3,OR,17,"0,2","75,84",20,20,"6,45","7,41",8,112,0,"148,2","19,2","Юджин, США"
Maubelstr. 90,3,Кондитерские изделия,Бранденбург,Дешево,ТрансАвтоГруз,Dieter Rummernige,Германия,3,,21.11.2005,10718,0555-09876,14776,16,Печенье сдобное,2,,7,0,"31,17",20,24,"7,33","9,07","9,45",29,0,"181,4","34,8","Бранденбург, Германия"
Maubelstr. 90,3,Кондитерские изделия,Бранденбург,Дешево,ТрансАвтоГруз,Dieter Rummernige,Германия,3,,21.11.2005,10718,0555-09876,14776,62,Шоколад Молочное Чудо,2,,29,0,"31,17",20,30,"25,39","30,16","29,3",17,0,"603,2","95,4","Бранденбург, Германия"
Obere Str. 57,3,Кондитерские изделия,Берлин,Копейка,ТрансАвтоГруз,Albert von Einstein,Германия,7,030-0076545,21.11.2005,10757,030-0074321,12209,59,Чупа-Чупс,2,,28,0,"60,34",7,105,"6,69","7,82","8,5",79,0,"54,74","7,91","Берлин, Германия"
Obere Str. 57,3,Кондитерские изделия,Берлин,Копейка,ТрансАвтоГруз,Albert von Einstein,Германия,7,030-0076545,21.11.2005,10757,030-0074321,12209,62,Шоколад Молочное Чудо,2,,29,0,"60,34",30,30,"25,39","27,96","29,3",17,0,"838,8","77,1","Берлин, Германия"
Maubelstr. 90,4,Молочные продукты,Бранденбург,Дешево,ТрансАвтоГруз,Dieter Rummernige,Германия,3,,21.11.2005,10718,0555-09876,14776,12,Йогурт 5%,2,,5,0,"31,17",36,20,"7,92","10,11",10,86,0,"363,96","78,84","Бранденбург, Германия"
Obere Str. 57,4,Молочные продукты,Берлин,Копейка,ТрансАвтоГруз,Albert von Einstein,Германия,7,030-0076545,21.11.2005,10757,030-0074321,12209,34,Кефир,2,,16,0,"60,34",30,12,"6,76","7,75",8,111,0,"232,5","29,7","Берлин, Германия"
Obere Str. 57,5,Мясо/Птица,Берлин,Копейка,ТрансАвтоГруз,Albert von Einstein,Германия,7,030-0076545,21.11.2005,10757,030-0074321,12209,64,Фарш говяжий,2,,12,0,"60,34",24,1,"29,25","35,35","33,25",22,80,"848,4","146,4","Берлин, Германия"
Maubelstr. 90,8,Приправы,Бранденбург,Дешево,ТрансАвтоГруз,Dieter Rummernige,Германия,3,,21.11.2005,10718,0555-09876,14776,36,Тмин,2,,17,0,"31,17",40,20,"6,45","7,85",8,112,0,314,56,"Бранденбург, Германия"
"2, rue du Commerce",2,Овощи,Лион,Фуд Шоп,ТрансСервис,Pierre Robert,Франция,5,78.32.54.87,21.11.2005,10459,78.32.54.86,69004,72,Перец болгарский,1,,14,0,"26,28",40,30,"8,96","12,81","11,8",14,0,"512,4",154,"Лион, Франция"
"2, rue du Commerce",7,Крупы,Лион,Фуд Шоп,ТрансСервис,Pierre Robert,Франция,5,78.32.54.87,21.11.2005,10459,78.32.54.86,69004,7,Гречневая крупа,1,,3,"0,05","26,28",16,40,"33,11","39,04",40,15,0,"624,64","94,88","Лион, Франция"
"2, rue du Commerce",8,Приправы,Лион,Фуд Шоп,ТрансСервис,Pierre Robert,Франция,5,78.32.54.87,21.11.2005,10459,78.32.54.86,69004,46,Укроп,1,,21,"0,05","26,28",20,40,"9,07","11,98",12,95,0,"239,6","58,2","Лион, Франция"
Geislweg 14,1,Фрукты,Зальцбург,Формат,ТрансСервис,Herbert Bernstorf,Австрия,5,6562-9723,22.11.2005,10489,6562-9722,5020,11,Киви,1,,5,"0,25","58,26",15,25,"21,1","28,24",28,22,30,"423,6","107,1","Зальцбург, Австрия"
Geislweg 14,3,Кондитерские изделия,Зальцбург,Формат,ТрансСервис,Herbert Bernstorf,Австрия,5,6562-9723,22.11.2005,10489,6562-9722,5020,16,Печенье сдобное,1,,7,0,"58,26",18,24,"7,33","8,88","9,45",29,0,"159,84","27,9","Зальцбург, Австрия"
